0.056875,0.0775,0.109375,0.12125,0.339375,0.06375,0.05543307086614172,0.0540952380952381
0.0603125,0.100625,0.11,0.13625,0.3203125,0.07375,0.0611023622047244,0.057142857142857134
0.084375,0.1578125,0.2103125,0.21375,0.3528125,0.15125,0.10456692913385826,0.09790476190476191
0.0478125,0.0959375,0.1140625,0.175,0.394375,0.1078125,0.06960629921259842,0.07085714285714285
0.0678125,0.110625,0.0834375,0.13,0.3375,0.0803125,0.0611023622047244,0.06514285714285716
0.0503125,0.065625,0.09875,0.115625,0.3315625,0.1015625,0.06393700787401575,0.05447619047619048
0.0434375,0.0625,0.0971875,0.10375,0.25375,0.08,0.04850393700787401,0.062476190476190484
0.0509375,0.095625,0.065,0.0778125,0.265625,0.046875,0.04346456692913385,0.05295238095238095
0.0434375,0.143125,0.0925,0.079375,0.2165625,0.0453125,0.03212598425196851,0.04457142857142858
0.05625,0.0884375,0.124375,0.0778125,0.2803125,0.0559375,0.042834645669291335,0.051047619047619036
