0.1109375,0.42125,0.078125,0.0396875,0.0315625,0.06375,0.0916535433070866,0.03733333333333333
0.101875,0.3984375,0.0640625,0.02875,0.043125,0.0759375,0.04787401574803149,0.03428571428571429
0.0925,0.3246875,0.0484375,0.025625,0.0346875,0.0709375,0.07244094488188974,0.036190476190476197
0.166875,0.48875,0.161875,0.041875,0.05375,0.113125,0.06551181102362205,0.05142857142857142
0.22,0.514375,0.2178125,0.0590625,0.0903125,0.38375,0.09732283464566928,0.07657142857142855
0.11,0.3290625,0.074375,0.0328125,0.0390625,0.0821875,0.07622047244094488,0.04799999999999999
0.1140625,0.3234375,0.110625,0.039375,0.0259375,0.065625,0.06488188976377952,0.03695238095238096
0.0975,0.3109375,0.0640625,0.0315625,0.050625,0.1159375,0.08472440944881889,0.03771428571428572
0.098125,0.3778125,0.1153125,0.024375,0.0340625,0.11125,0.05700787401574802,0.03504761904761904
0.075,0.2740625,0.054375,0.02625,0.033125,0.075625,0.059212598425196834,0.035428571428571434
