0.2321875,0.3896875,0.3684375,0.1303125,0.23875,0.1421875,0.058897637795275584,0.07619047619047618
0.308125,0.435625,0.3028125,0.141875,0.384375,0.1825,0.07307086614173229,0.12647619047619046
0.29625,0.41625,0.2321875,0.1203125,0.4225,0.225,0.06267716535433071,0.1238095238095238
0.18375,0.4075,0.2078125,0.0965625,0.21375,0.0925,0.03874015748031496,0.07466666666666667
0.18,0.29,0.2003125,0.0740625,0.1446875,0.0921875,0.028661417322834636,0.042666666666666665
0.2515625,0.41,0.3253125,0.1553125,0.375625,0.164375,0.05574803149606297,0.09790476190476191
0.2009375,0.365625,0.3115625,0.0865625,0.36875,0.1625,0.04409448818897638,0.09257142857142857
0.148125,0.2678125,0.2084375,0.0584375,0.2046875,0.11,0.03496062992125983,0.04419047619047618
0.1178125,0.2315625,0.1459375,0.080625,0.221875,0.1103125,0.031811023622047234,0.054476190476190484
0.170625,0.3525,0.1965625,0.080625,0.231875,0.104375,0.03181102362204725,0.07542857142857144
