0.048125,0.0328125,0.0396875,0.0828125,0.3725,0.1528125,0.058897637795275584,0.06438095238095237
0.031875,0.0240625,0.026875,0.055625,0.2546875,0.0996875,0.05637795275590553,0.0540952380952381
0.035,0.0275,0.036875,0.063125,0.235625,0.1084375,0.07055118110236219,0.04800000000000001
0.059375,0.0503125,0.075,0.1396875,0.486875,0.2196875,0.09889763779527555,0.08419047619047618
0.0371875,0.026875,0.03,0.065,0.2696875,0.13,0.0674015748031496,0.057523809523809526
0.0346875,0.02125,0.02875,0.0615625,0.295,0.1303125,0.06488188976377952,0.04876190476190478
0.095,0.0546875,0.0771875,0.1640625,0.44625,0.213125,0.1325984251968504,0.10514285714285716
0.153125,0.0796875,0.0996875,0.221875,0.634375,0.334375,0.15527559055118112,0.12076190476190472
0.11875,0.0771875,0.1015625,0.224375,0.6684375,0.3365625,0.1625196850393701,0.13561904761904764
0.07375,0.05125,0.08,0.1678125,0.52375,0.24625,0.11622047244094486,0.09561904761904766
