0.0590625,0.3728125,0.045625,0.0203125,0.036875,0.0525,0.05511811023622047,0.035428571428571434
0.0790625,0.465,0.1025,0.0359375,0.0434375,0.100625,0.06015748031496062,0.03352380952380953
0.0590625,0.470625,0.1040625,0.0321875,0.031875,0.0925,0.072755905511811,0.03428571428571429
0.081875,0.5159375,0.1325,0.0284375,0.03,0.0709375,0.05700787401574803,0.04952380952380952
0.0559375,0.3675,0.0703125,0.0246875,0.028125,0.068125,0.06204724409448817,0.036952380952380966
0.0809375,0.350625,0.0934375,0.0303125,0.0259375,0.0725,0.05574803149606299,0.028190476190476196
0.0675,0.2584375,0.07,0.023125,0.0365625,0.0775,0.05826771653543308,0.03428571428571429
0.0646875,0.3565625,0.07125,0.03,0.0265625,0.06125,0.07212598425196848,0.028190476190476196
0.0671875,0.305625,0.053125,0.0225,0.0246875,0.0553125,0.06614173228346455,0.028571428571428577
0.0746875,0.443125,0.093125,0.0221875,0.021875,0.0321875,0.04188976377952756,0.03352380952380952
