0.189375,0.431875,0.159375,0.063125,0.080625,0.0371875,0.02545454545454545,0.02361904761904763,0.16,0.46,0.15,0.051875,0.0821875,0.0475,0.019842519685039365,0.03
0.17,0.4025,0.1309375,0.0553125,0.0865625,0.043125,0.026262626262626262,0.03390476190476192,0.181875,0.425,0.243125,0.0759375,0.1,0.0546875,0.02141732283464566,0.038947368421052626
0.126875,0.30375,0.108125,0.0609375,0.0853125,0.06,0.02222222222222222,0.020571428571428574,0.089375,0.31875,0.1309375,0.045,0.0784375,0.0425,0.025196850393700784,0.035789473684210524
0.165625,0.39375,0.1953125,0.085,0.16,0.094375,0.04888888888888889,0.04685714285714285,0.2453125,0.3265625,0.1890625,0.08125,0.125625,0.1009375,0.05984251968503936,0.07157894736842105
0.1421875,0.33,0.0990625,0.0596875,0.0953125,0.0603125,0.03151515151515152,0.026666666666666665,0.1159375,0.3384375,0.115,0.05,0.083125,0.054375,0.021732283464566925,0.03894736842105263
0.225,0.4640625,0.160625,0.075,0.1178125,0.103125,0.06101010101010102,0.04723809523809524,0.2346875,0.418125,0.1853125,0.0571875,0.16875,0.0909375,0.046299212598425184,0.07263157894736842
0.08375,0.2325,0.0853125,0.031875,0.0865625,0.0478125,0.029090909090909084,0.019428571428571427,0.0921875,0.2846875,0.1215625,0.0453125,0.1015625,0.050625,0.027716535433070857,0.04210526315789473
0.1346875,0.2978125,0.139375,0.05375,0.0853125,0.0803125,0.04484848484848485,0.030476190476190483,0.1328125,0.3065625,0.198125,0.076875,0.110625,0.0765625,0.04188976377952756,0.04894736842105263
0.15,0.2615625,0.128125,0.0834375,0.1403125,0.103125,0.039191919191919194,0.03504761904761905,0.1215625,0.3275,0.135,0.056875,0.125625,0.0978125,0.035905511811023624,0.0331578947368421
0.1590625,0.4078125,0.1334375,0.0665625,0.14125,0.0828125,0.03474747474747474,0.0300952380952381,0.175625,0.3965625,0.1509375,0.068125,0.1040625,0.0596875,0.034015748031496054,0.05684210526315789
